video,width,height,fps,frame_count,duration_sec,passed_screen,target_ts_sec,used_ts_sec,image,status,message
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_3/DJI/DJI_0562.MP4,1920.0,1080.0,23.976023976023978,830.0,34.618,False,,,,skipped,screen_reject
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0564.MP4,1920.0,1080.0,23.976023976023978,22313.0,930.638,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0564_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0565.MP4,1920.0,1080.0,23.976023976023978,22317.0,930.805,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0565_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0566.MP4,1920.0,1080.0,23.976023976023978,22341.0,931.806,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0566_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0567.MP4,1920.0,1080.0,23.976023976023978,22368.0,932.932,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0567_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0568.MP4,1920.0,1080.0,23.976023976023978,22366.0,932.849,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0568_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0569.MP4,1920.0,1080.0,23.976023976023978,22497.0,938.312,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0569_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0570.MP4,1920.0,1080.0,23.976023976023978,22539.0,940.064,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0570_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0571.MP4,1920.0,1080.0,23.976023976023978,23626.0,985.401,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0571_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0572.MP4,1920.0,1080.0,23.976023976023978,22326.0,931.18,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0572_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0573.MP4,1920.0,1080.0,23.976023976023978,22325.0,931.139,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0573_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0574.MP4,1920.0,1080.0,23.976023976023978,22407.0,934.559,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0574_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0575.MP4,1920.0,1080.0,23.976023976023978,22499.0,938.396,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0575_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0576.MP4,1920.0,1080.0,23.976023976023978,22324.0,931.097,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0576_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0577.MP4,1920.0,1080.0,23.976023976023978,22330.0,931.347,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0577_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0578.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0578_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0579.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0579_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0580.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0580_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0581.MP4,1920.0,1080.0,23.976023976023978,22360.0,932.598,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0581_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0582.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0582_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0583.MP4,1920.0,1080.0,23.976023976023978,22417.0,934.976,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0583_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0584.MP4,1920.0,1080.0,23.976023976023978,22344.0,931.931,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0584_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0585.MP4,1920.0,1080.0,23.976023976023978,22355.0,932.39,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0585_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0586.MP4,1920.0,1080.0,23.976023976023978,22358.0,932.515,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0586_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0587.MP4,1920.0,1080.0,23.976023976023978,22389.0,933.808,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0587_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0588.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0588_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0589.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0589_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0590.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0590_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0591.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0591_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0592.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0592_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0593.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0593_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0594.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0594_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0595.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0595_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0596.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0596_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0597.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0597_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0598.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0598_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0599.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0599_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0600.MP4,1920.0,1080.0,23.976023976023978,22327.0,931.222,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0600_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0601.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0601_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0602.MP4,1920.0,1080.0,23.976023976023978,22435.0,935.726,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0602_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0603.MP4,1920.0,1080.0,23.976023976023978,23320.0,972.638,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0603_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_4/DJI/DJI_0604.MP4,1920.0,1080.0,23.976023976023978,18394.0,767.183,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_4/DJI/DJI_0604_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0605.MP4,1920.0,1080.0,23.976023976023978,22312.0,930.596,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0605_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0606.MP4,1920.0,1080.0,23.976023976023978,22311.0,930.555,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0606_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0607.MP4,1920.0,1080.0,23.976023976023978,22315.0,930.721,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0607_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0608.MP4,1920.0,1080.0,23.976023976023978,22317.0,930.805,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0608_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0609.MP4,1920.0,1080.0,23.976023976023978,22318.0,930.847,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0609_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0610.MP4,1920.0,1080.0,23.976023976023978,22325.0,931.139,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0610_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0611.MP4,1920.0,1080.0,23.976023976023978,22416.0,934.934,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0611_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0612.MP4,1920.0,1080.0,23.976023976023978,23070.0,962.211,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0612_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0613.MP4,1920.0,1080.0,23.976023976023978,22579.0,941.732,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0613_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0614.MP4,1920.0,1080.0,23.976023976023978,22841.0,952.66,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0614_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0615.MP4,1920.0,1080.0,23.976023976023978,24906.0,1038.788,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0615_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0616.MP4,1920.0,1080.0,23.976023976023978,23027.0,960.418,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0616_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0617.MP4,1920.0,1080.0,23.976023976023978,22987.0,958.749,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0617_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0618.MP4,1920.0,1080.0,23.976023976023978,22343.0,931.889,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0618_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0619.MP4,1920.0,1080.0,23.976023976023978,22432.0,935.601,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0619_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0620.MP4,1920.0,1080.0,23.976023976023978,23168.0,966.299,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0620_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0621.MP4,1920.0,1080.0,23.976023976023978,22848.0,952.952,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0621_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0622.MP4,1920.0,1080.0,23.976023976023978,22803.0,951.075,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0622_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0623.MP4,1920.0,1080.0,23.976023976023978,22968.0,957.957,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0623_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0624.MP4,1920.0,1080.0,23.976023976023978,23412.0,976.475,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0624_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0625.MP4,1920.0,1080.0,23.976023976023978,23253.0,969.844,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0625_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0626.MP4,1920.0,1080.0,23.976023976023978,22358.0,932.515,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0626_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0627.MP4,1920.0,1080.0,23.976023976023978,22530.0,939.689,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0627_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0628.MP4,1920.0,1080.0,23.976023976023978,22442.0,936.018,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0628_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0629.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0629_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0630.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0630_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0631.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0631_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0632.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0632_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0633.MP4,1920.0,1080.0,23.976023976023978,22327.0,931.222,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0633_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0634.MP4,1920.0,1080.0,23.976023976023978,22330.0,931.347,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0634_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0635.MP4,1920.0,1080.0,23.976023976023978,22327.0,931.222,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0635_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0636.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0636_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0637.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0637_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0638.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0638_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0639.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0639_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0640.MP4,1920.0,1080.0,23.976023976023978,22329.0,931.305,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0640_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0641.MP4,1920.0,1080.0,23.976023976023978,22547.0,940.398,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0641_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0642.MP4,1920.0,1080.0,23.976023976023978,24247.0,1011.302,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0642_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_5/dji/DJI_0643.MP4,1920.0,1080.0,23.976023976023978,10020.0,417.917,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_5/dji/DJI_0643_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0683.MP4,1920.0,1080.0,23.976023976023978,3631.0,151.443,True,300.0,151.393,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0683_t151.393s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0644.MP4,1920.0,1080.0,23.976023976023978,22311.0,930.555,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0644_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0645.MP4,1920.0,1080.0,23.976023976023978,22314.0,930.68,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0645_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0646.MP4,1920.0,1080.0,23.976023976023978,22317.0,930.805,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0646_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0647.MP4,1920.0,1080.0,23.976023976023978,22311.0,930.555,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0647_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0648.MP4,1920.0,1080.0,23.976023976023978,22316.0,930.763,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0648_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0649.MP4,1920.0,1080.0,23.976023976023978,22636.0,944.11,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0649_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0650.MP4,1920.0,1080.0,23.976023976023978,22555.0,940.731,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0650_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0651.MP4,1920.0,1080.0,23.976023976023978,22317.0,930.805,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0651_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0652.MP4,1920.0,1080.0,23.976023976023978,24584.0,1025.358,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0652_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0653.MP4,1920.0,1080.0,23.976023976023978,23881.0,996.037,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0653_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0654.MP4,1920.0,1080.0,23.976023976023978,22849.0,952.994,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0654_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0655.MP4,1920.0,1080.0,23.976023976023978,22358.0,932.515,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0655_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0656.MP4,1920.0,1080.0,23.976023976023978,23520.0,980.98,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0656_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0657.MP4,1920.0,1080.0,23.976023976023978,22399.0,934.225,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0657_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0658.MP4,1920.0,1080.0,23.976023976023978,22359.0,932.557,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0658_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0659.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0659_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0660.MP4,1920.0,1080.0,23.976023976023978,22335.0,931.556,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0660_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0661.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0661_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0662.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0662_t300.000s.jpg,ok,
/media/zekai/Expansion/Experiment data CHAO_MAI/2025_9_7/DJI/DJI_0663.MP4,1920.0,1080.0,23.976023976023978,22328.0,931.264,True,300.0,300.0,/home/zekai/Data/AQ/Label_prepare/2025_9_7/DJI/DJI_0663_t300.000s.jpg,ok,
